SPX (S&P 500 INDEX),1290.59,+7.24,
Jan 24 2011 @ 14:03 ET,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
11 Sep 500.00 (SPX1117I500-E),728.00,0.0,774.40,777.90,0,200,11 Sep 500.00 (SPX1117U500-E),0.85,0.0,0.25,0.90,0,576,
11 Sep 550.00 (SPX1117I550-E),0.0,0.0,725.00,728.70,0,0,11 Sep 550.00 (SPX1117U550-E),1.25,0.0,0.75,1.45,0,7,
11 Sep 600.00 (SPX1117I600-E),0.0,0.0,675.50,679.20,0,0,11 Sep 600.00 (SPX1117U600-E),1.60,0.0,0.95,1.80,0,5352,
11 Sep 625.00 (SPX1117I625-E),0.0,0.0,650.60,654.10,0,0,11 Sep 625.00 (SPX1117U625-E),3.20,0.0,1.10,2.05,0,5,
11 Sep 650.00 (SPX1117I650-E),0.0,0.0,626.20,629.90,0,0,11 Sep 650.00 (SPX1117U650-E),2.00,0.0,1.40,2.35,0,8080,
11 Sep 675.00 (SPX1117I675-E),0.0,0.0,601.40,604.90,0,0,11 Sep 675.00 (SPX1117U675-E),3.20,0.0,1.75,2.70,0,207,
11 Sep 700.00 (SPX1117I700-E),0.0,0.0,576.90,580.40,0,0,11 Sep 700.00 (SPX1117U700-E),3.10,0.0,2.00,3.60,0,3810,
11 Sep 725.00 (SPX1117I725-E),0.0,0.0,552.70,556.40,0,0,11 Sep 725.00 (SPX1117U725-E),3.50,0.0,2.40,3.90,0,545,
11 Sep 750.00 (SPX1117I750-E),0.0,0.0,528.00,531.50,0,0,11 Sep 750.00 (SPX1117U750-E),3.80,0.0,2.90,4.40,0,57,
11 Sep 775.00 (SPX1117I775-E),0.0,0.0,503.60,507.40,0,0,11 Sep 775.00 (SPX1117U775-E),6.10,0.0,3.50,5.00,0,1810,
11 Sep 800.00 (SPX1117I800-E),0.0,0.0,479.30,482.80,0,0,11 Sep 800.00 (SPX1117U800-E),5.80,0.0,4.10,5.60,0,19259,
11 Sep 825.00 (SPX1117I825-E),411.50,0.0,455.40,459.20,0,2,11 Sep 825.00 (SPX1117U825-E),7.95,0.0,4.90,6.40,0,932,
11 Sep 850.00 (SPX1117I850-E),0.0,0.0,431.20,434.90,0,0,11 Sep 850.00 (SPX1117U850-E),11.15,0.0,5.70,7.50,0,776,
11 Sep 875.00 (SPX1117I875-E),0.0,0.0,407.40,410.90,0,0,11 Sep 875.00 (SPX1117U875-E),8.40,0.0,6.80,8.70,0,88,
11 Sep 900.00 (SPX1117I900-E),0.0,0.0,383.90,387.50,0,0,11 Sep 900.00 (SPX1117U900-E),9.50,-0.30,8.50,9.90,5,65340,
11 Sep 925.00 (SPX1117I925-E),318.35,0.0,360.30,363.80,0,9,11 Sep 925.00 (SPX1117U925-E),17.15,0.0,9.50,11.40,0,621,
11 Sep 950.00 (SPX1117I950-E),0.0,0.0,337.00,340.60,0,0,11 Sep 950.00 (SPX1117U950-E),12.60,0.0,10.70,13.70,0,7414,
11 Sep 975.00 (SPX1117I975-E),0.0,0.0,314.30,318.10,0,0,11 Sep 975.00 (SPX1117U975-E),14.80,0.0,12.80,15.70,0,2774,
11 Sep 1000.00 (SPX1117I1000-E),282.00,0.0,291.60,295.30,0,600,11 Sep 1000.00 (SPX1117U1000-E),18.60,0.0,14.80,17.30,0,24925,
11 Sep 1025.00 (SPX1117I1025-E),0.0,0.0,269.20,272.80,0,0,11 Sep 1025.00 (SPX1117U1025-E),20.70,0.0,17.50,20.50,0,1636,
11 Sep 1050.00 (SPX1117I1050-E),173.00,0.0,247.00,250.80,0,250,11 Sep 1050.00 (SPX1117U1050-E),23.00,0.0,20.20,24.10,0,9421,
11 Sep 1075.00 (SPX1117I1075-E),152.00,0.0,225.40,229.20,0,500,11 Sep 1075.00 (SPX1117U1075-E),25.10,-2.90,23.30,27.10,4,3914,
11 Sep 1100.00 (SPX1117I1100-E),199.00,0.0,204.30,208.10,0,1646,11 Sep 1100.00 (SPX1117U1100-E),29.50,-1.50,27.20,31.00,1150,16163,
11 Sep 1125.00 (SPX1117I1125-E),127.40,0.0,183.90,187.60,0,1691,11 Sep 1125.00 (SPX1117U1125-E),33.10,0.0,31.60,35.30,0,8476,
11 Sep 1150.00 (SPX1117I1150-E),168.00,0.0,164.00,167.70,0,4031,11 Sep 1150.00 (SPX1117U1150-E),41.30,0.0,36.70,40.50,0,12886,
11 Sep 1175.00 (SPX1117I1175-E),143.30,0.0,144.70,148.30,0,6517,11 Sep 1175.00 (SPX1117U1175-E),45.60,-1.40,42.60,46.20,5630,4988,
11 Sep 1200.00 (SPX1117I1200-E),116.80,0.0,126.40,130.10,0,3889,11 Sep 1200.00 (SPX1117U1200-E),54.00,+0.20,49.10,52.80,1,13418,
11 Sep 1225.00 (SPX1117I1225-E),90.20,0.0,109.00,112.70,0,4611,11 Sep 1225.00 (SPX1117U1225-E),62.20,0.0,56.30,60.10,0,5377,
11 Sep 1250.00 (SPX1117I1250-E),93.05,0.0,92.50,96.10,0,43531,11 Sep 1250.00 (SPX1117U1250-E),68.90,+0.90,64.90,68.70,1,37941,
11 Sep 1275.00 (SPX1117I1275-E),74.40,0.0,77.40,81.10,0,9874,11 Sep 1275.00 (SPX1117U1275-E),78.50,0.0,74.60,78.40,0,5322,
11 Sep 1300.00 (SPX1117I1300-E),64.00,+0.10,63.50,67.20,1050,59767,11 Sep 1300.00 (SPX1117U1300-E),89.30,-4.40,85.70,89.40,250,9885,
11 Sep 1325.00 (SPX1117I1325-E),50.80,-3.30,50.70,54.40,250,7632,11 Sep 1325.00 (SPX1117U1325-E),0.0,0.0,98.10,101.80,0,0,
11 Sep 1350.00 (SPX1117I1350-E),41.25,+0.45,39.70,43.50,1,4185,11 Sep 1350.00 (SPX1117U1350-E),127.10,0.0,112.00,115.70,0,2200,
11 Sep 1375.00 (SPX1117I1375-E),33.10,0.0,30.30,34.10,0,3325,11 Sep 1375.00 (SPX1117U1375-E),0.0,0.0,127.40,131.10,0,0,
11 Sep 1400.00 (SPX1117I1400-E),24.30,+1.30,22.40,26.10,502,39665,11 Sep 1400.00 (SPX1117U1400-E),153.60,-15.40,144.40,148.00,1,501,
11 Sep 1425.00 (SPX1117I1425-E),17.00,0.0,16.20,19.20,0,802,11 Sep 1425.00 (SPX1117U1425-E),0.0,0.0,163.00,166.60,0,0,
11 Sep 1450.00 (SPX1117I1450-E),11.70,0.0,11.00,14.10,0,6181,11 Sep 1450.00 (SPX1117U1450-E),0.0,0.0,182.70,186.40,0,0,
11 Sep 1475.00 (SPX1117I1475-E),9.00,0.0,7.70,9.50,0,108,11 Sep 1475.00 (SPX1117U1475-E),0.0,0.0,203.70,207.40,0,0,
11 Sep 1500.00 (SPX1117I1500-E),6.25,0.0,5.10,7.00,0,2774,11 Sep 1500.00 (SPX1117U1500-E),275.00,0.0,226.10,229.60,0,200,
11 Sep 1525.00 (SPX1117I1525-E),4.25,0.0,3.30,4.70,0,1037,11 Sep 1525.00 (SPX1117U1525-E),0.0,0.0,248.80,252.60,0,0,
11 Sep 1550.00 (SPX1117I1550-E),3.80,0.0,2.10,3.60,0,1741,11 Sep 1550.00 (SPX1117U1550-E),0.0,0.0,272.10,275.90,0,0,
11 Sep 1600.00 (SPX1117I1600-E),1.10,0.0,0.60,1.55,0,2483,11 Sep 1600.00 (SPX1117U1600-E),0.0,0.0,320.80,324.50,0,0,
11 Sep 1650.00 (SPX1117I1650-E),0.60,0.0,0.05,1.00,0,790,11 Sep 1650.00 (SPX1117U1650-E),0.0,0.0,369.80,373.50,0,0,
11 Sep 1700.00 (SPX1117I1700-E),0.40,0.0,0.0,1.00,0,368,11 Sep 1700.00 (SPX1117U1700-E),0.0,0.0,419.50,423.20,0,0,
11 Sep 1750.00 (SPX1117I1750-E),0.0,0.0,0.0,1.00,0,0,11 Sep 1750.00 (SPX1117U1750-E),0.0,0.0,469.50,473.20,0,0,
11 Sep 1800.00 (SPX1117I1800-E),0.0,0.0,0.0,0.50,0,0,11 Sep 1800.00 (SPX1117U1800-E),0.0,0.0,519.40,522.90,0,0,
11 Sep 1900.00 (SPX1117I1900-E),0.0,0.0,0.0,0.50,0,0,11 Sep 1900.00 (SPX1117U1900-E),0.0,0.0,619.10,622.60,0,0,
11 Sep 2000.00 (SPX1117I2000-E),0.0,0.0,0.0,0.25,0,0,11 Sep 2000.00 (SPX1117U2000-E),0.0,0.0,718.80,722.30,0,0,
11 Sep 2500.00 (SPX1117I2500-E),0.0,0.0,0.0,1.00,0,0,11 Sep 2500.00 (SPX1117U2500-E),0.0,0.0,1216.90,1220.80,0,0,
11 Sep 3000.00 (SPX1117I3000-E),0.0,0.0,0.0,1.00,0,0,11 Sep 3000.00 (SPX1117U3000-E),1718.00,0.0,1715.60,1719.40,0,100,
11 Sep 500.00 (SPXPM1130I500-E),0.0,0.0,774.10,777.90,0,0,11 Sep 500.00 (SPXPM1130U500-E),2.95,0.0,0.35,1.05,0,1,
11 Sep 550.00 (SPXPM1130I550-E),0.0,0.0,724.50,728.40,0,0,11 Sep 550.00 (SPXPM1130U550-E),0.0,0.0,0.60,1.55,0,0,
11 Sep 600.00 (SPXPM1130I600-E),0.0,0.0,675.10,678.90,0,0,11 Sep 600.00 (SPXPM1130U600-E),0.0,0.0,1.05,2.00,0,0,
11 Sep 650.00 (SPXPM1130I650-E),0.0,0.0,625.90,629.70,0,0,11 Sep 650.00 (SPXPM1130U650-E),0.0,0.0,1.70,2.65,0,0,
11 Sep 700.00 (SPXPM1130I700-E),0.0,0.0,576.90,580.80,0,0,11 Sep 700.00 (SPXPM1130U700-E),0.0,0.0,2.30,3.80,0,0,
11 Sep 750.00 (SPXPM1130I750-E),0.0,0.0,528.10,532.00,0,0,11 Sep 750.00 (SPXPM1130U750-E),0.0,0.0,3.40,4.90,0,0,
11 Sep 800.00 (SPXPM1130I800-E),0.0,0.0,479.30,483.20,0,0,11 Sep 800.00 (SPXPM1130U800-E),0.0,0.0,4.70,6.20,0,0,
11 Sep 850.00 (SPXPM1130I850-E),0.0,0.0,431.70,435.50,0,0,11 Sep 850.00 (SPXPM1130U850-E),0.0,0.0,6.50,8.40,0,0,
11 Sep 900.00 (SPXPM1130I900-E),0.0,0.0,384.40,388.30,0,0,11 Sep 900.00 (SPXPM1130U900-E),0.0,0.0,9.20,11.00,0,0,
11 Sep 925.00 (SPXPM1130I925-E),0.0,0.0,361.10,364.90,0,0,11 Sep 925.00 (SPXPM1130U925-E),0.0,0.0,10.10,13.10,0,0,
11 Sep 950.00 (SPXPM1130I950-E),0.0,0.0,338.00,341.70,0,0,11 Sep 950.00 (SPXPM1130U950-E),0.0,0.0,12.00,15.00,0,0,
11 Sep 975.00 (SPXPM1130I975-E),0.0,0.0,315.00,318.70,0,0,11 Sep 975.00 (SPXPM1130U975-E),0.0,0.0,14.20,17.10,0,0,
11 Sep 1000.00 (SPXPM1130I1000-E),0.0,0.0,292.60,296.40,0,0,11 Sep 1000.00 (SPXPM1130U1000-E),0.0,0.0,16.50,19.50,0,0,
11 Sep 1025.00 (SPXPM1130I1025-E),0.0,0.0,270.30,273.90,0,0,11 Sep 1025.00 (SPXPM1130U1025-E),0.0,0.0,19.10,22.10,0,0,
11 Sep 1050.00 (SPXPM1130I1050-E),0.0,0.0,248.30,252.10,0,0,11 Sep 1050.00 (SPXPM1130U1050-E),44.60,0.0,22.00,25.80,0,13,
11 Sep 1075.00 (SPXPM1130I1075-E),0.0,0.0,226.90,230.70,0,0,11 Sep 1075.00 (SPXPM1130U1075-E),0.0,0.0,25.30,29.10,0,0,
11 Sep 1100.00 (SPXPM1130I1100-E),0.0,0.0,206.00,209.80,0,0,11 Sep 1100.00 (SPXPM1130U1100-E),0.0,0.0,29.60,33.30,0,0,
11 Sep 1125.00 (SPXPM1130I1125-E),0.0,0.0,185.60,189.40,0,0,11 Sep 1125.00 (SPXPM1130U1125-E),0.0,0.0,34.20,37.90,0,0,
11 Sep 1150.00 (SPXPM1130I1150-E),129.80,0.0,166.00,169.70,0,26,11 Sep 1150.00 (SPXPM1130U1150-E),0.0,0.0,39.30,43.00,0,0,
11 Sep 1175.00 (SPXPM1130I1175-E),0.0,0.0,147.00,150.70,0,0,11 Sep 1175.00 (SPXPM1130U1175-E),94.00,0.0,45.20,48.90,0,900,
11 Sep 1200.00 (SPXPM1130I1200-E),0.0,0.0,128.60,132.50,0,0,11 Sep 1200.00 (SPXPM1130U1200-E),67.50,0.0,51.90,55.70,0,2,
11 Sep 1225.00 (SPXPM1130I1225-E),0.0,0.0,111.50,115.20,0,0,11 Sep 1225.00 (SPXPM1130U1225-E),0.0,0.0,59.30,63.10,0,0,
11 Sep 1250.00 (SPXPM1130I1250-E),0.0,0.0,95.20,99.00,0,0,11 Sep 1250.00 (SPXPM1130U1250-E),98.50,0.0,68.00,71.80,0,1,
11 Sep 1275.00 (SPXPM1130I1275-E),83.50,0.0,80.10,83.90,0,27,11 Sep 1275.00 (SPXPM1130U1275-E),0.0,0.0,77.80,81.60,0,0,
11 Sep 1300.00 (SPXPM1130I1300-E),0.0,0.0,66.20,70.00,0,0,11 Sep 1300.00 (SPXPM1130U1300-E),0.0,0.0,88.90,92.60,0,0,
11 Sep 1350.00 (SPXPM1130I1350-E),42.00,0.0,42.40,46.00,0,1750,11 Sep 1350.00 (SPXPM1130U1350-E),0.0,0.0,115.10,118.80,0,0,
11 Sep 1400.00 (SPXPM1130I1400-E),0.0,0.0,24.70,28.40,0,0,11 Sep 1400.00 (SPXPM1130U1400-E),0.0,0.0,147.20,150.80,0,0,
11 Sep 1450.00 (SPXPM1130I1450-E),0.0,0.0,12.80,15.80,0,0,11 Sep 1450.00 (SPXPM1130U1450-E),0.0,0.0,184.60,188.40,0,0,
11 Sep 1500.00 (SPXPM1130I1500-E),0.0,0.0,6.20,8.00,0,0,11 Sep 1500.00 (SPXPM1130U1500-E),0.0,0.0,227.10,230.90,0,0,
11 Sep 1550.00 (SPXPM1130I1550-E),0.0,0.0,2.55,4.00,0,0,11 Sep 1550.00 (SPXPM1130U1550-E),0.0,0.0,273.70,277.20,0,0,
11 Sep 1600.00 (SPXPM1130I1600-E),1.90,0.0,1.00,1.90,0,507,11 Sep 1600.00 (SPXPM1130U1600-E),0.0,0.0,321.20,325.00,0,0,
11 Oct 655.00 (SPX1122J655-E),0.0,0.0,0.0,0.0,0,0,11 Oct 655.00 (SPX1122V655-E),0.0,0.0,0.0,0.0,0,0,
11 Dec 50.00 (SPX1117L50-E),0.0,0.0,1214.00,1221.90,0,0,11 Dec 50.00 (SPX1117X50-E),0.10,0.0,0.0,0.05,0,27401,
11 Dec 100.00 (SPX1117L100-E),1113.30,0.0,1164.20,1172.10,0,109,11 Dec 100.00 (SPX1117X100-E),0.05,0.0,0.05,0.10,0,14031,
11 Dec 150.00 (SPX1117L150-E),0.0,0.0,1114.60,1122.10,0,0,11 Dec 150.00 (SPX1117X150-E),0.10,0.0,0.05,0.15,50,1830,
11 Dec 200.00 (SPX1117L200-E),868.50,0.0,1064.60,1072.50,0,3,11 Dec 200.00 (SPX1117X200-E),0.15,-0.05,0.10,0.20,25,49783,
11 Dec 225.00 (SPX1117L225-E),0.0,0.0,1039.90,1047.40,0,0,11 Dec 225.00 (SPX1117X225-E),0.25,0.0,0.20,0.25,0,8479,
11 Dec 250.00 (SPX1117L250-E),774.00,0.0,1014.80,1022.60,0,15,11 Dec 250.00 (SPX1117X250-E),0.30,0.0,0.25,0.30,0,131644,
11 Dec 275.00 (SPX1117L275-E),0.0,0.0,990.10,997.90,0,0,11 Dec 275.00 (SPX1117X275-E),0.30,-0.10,0.25,0.70,40,6870,
11 Dec 280.00 (SPX1117L280-E),0.0,0.0,985.10,992.90,0,102,11 Dec 280.00 (SPX1117X280-E),0.35,-0.05,0.30,2.00,23,5844,
11 Dec 300.00 (SPX1117L300-E),874.35,0.0,965.50,973.00,0,85,11 Dec 300.00 (SPX1117X300-E),0.40,0.0,0.35,0.50,0,24272,
11 Dec 325.00 (SPX1117L325-E),0.0,0.0,940.40,948.20,0,0,11 Dec 325.00 (SPX1117X325-E),0.45,0.0,0.40,2.00,0,2483,
11 Dec 350.00 (SPX1117L350-E),814.90,0.0,915.90,923.40,0,10,11 Dec 350.00 (SPX1117X350-E),0.55,0.0,0.50,2.00,0,3503,
11 Dec 375.00 (SPX1117L375-E),0.0,0.0,890.80,898.60,0,0,11 Dec 375.00 (SPX1117X375-E),0.60,0.0,0.50,2.00,0,84,
11 Dec 400.00 (SPX1117L400-E),869.00,+557.10,866.20,873.70,10,32,11 Dec 400.00 (SPX1117X400-E),0.70,0.0,0.55,0.70,2300,146618,
11 Dec 425.00 (SPX1117L425-E),0.0,0.0,841.50,849.00,0,0,11 Dec 425.00 (SPX1117X425-E),1.10,0.0,0.65,2.00,0,226,
11 Dec 450.00 (SPX1117L450-E),619.50,0.0,816.40,824.10,0,8,11 Dec 450.00 (SPX1117X450-E),1.35,0.0,0.70,2.00,0,12452,
11 Dec 475.00 (SPX1117L475-E),0.0,0.0,791.70,799.60,0,0,11 Dec 475.00 (SPX1117X475-E),10.30,0.0,0.75,2.00,0,168,
11 Dec 500.00 (SPX1117L500-E),770.00,+218.00,767.00,774.90,20,526,11 Dec 500.00 (SPX1117X500-E),1.40,-0.25,0.90,2.00,4,20251,
11 Dec 525.00 (SPX1117L525-E),0.0,0.0,742.60,750.10,0,0,11 Dec 525.00 (SPX1117X525-E),1.75,0.0,1.05,2.50,0,5554,
11 Dec 550.00 (SPX1117L550-E),325.50,0.0,717.90,725.40,0,6,11 Dec 550.00 (SPX1117X550-E),1.80,0.0,1.25,2.00,0,27766,
11 Dec 575.00 (SPX1117L575-E),0.0,0.0,693.40,700.90,0,0,11 Dec 575.00 (SPX1117X575-E),2.20,0.0,1.30,3.10,0,5400,
11 Dec 600.00 (SPX1117L600-E),608.00,0.0,668.70,676.50,0,21,11 Dec 600.00 (SPX1117X600-E),2.75,0.0,2.60,3.00,0,71785,
11 Dec 650.00 (SPX1117L650-E),420.80,0.0,620.00,627.90,0,1217,11 Dec 650.00 (SPX1117X650-E),3.60,-0.05,2.80,5.30,2,38197,
11 Dec 700.00 (SPX1117L700-E),561.00,0.0,571.60,579.10,0,5392,11 Dec 700.00 (SPX1117X700-E),5.20,0.0,4.80,6.10,1,59972,
11 Dec 725.00 (SPX1117L725-E),0.0,0.0,547.40,555.00,0,0,11 Dec 725.00 (SPX1117X725-E),7.50,0.0,5.00,7.20,0,822,
11 Dec 750.00 (SPX1117L750-E),330.00,0.0,523.50,531.00,0,404,11 Dec 750.00 (SPX1117X750-E),7.30,0.0,6.80,8.10,0,36899,
11 Dec 770.00 (SPX1117L770-E),0.0,0.0,504.20,512.10,0,0,11 Dec 770.00 (SPX1117X770-E),0.0,0.0,5.60,9.50,0,0,
11 Dec 775.00 (SPX1117L775-E),490.40,0.0,499.40,507.20,0,4,11 Dec 775.00 (SPX1117X775-E),8.30,0.0,5.70,8.40,0,8671,
11 Dec 800.00 (SPX1117L800-E),450.10,0.0,475.80,483.70,0,13233,11 Dec 800.00 (SPX1117X800-E),9.50,0.0,7.10,9.50,1,77088,
11 Dec 825.00 (SPX1117L825-E),170.35,0.0,452.30,460.20,0,151,11 Dec 825.00 (SPX1117X825-E),10.70,0.0,8.40,11.00,0,4212,
11 Dec 850.00 (SPX1117L850-E),430.30,0.0,429.20,436.70,0,6744,11 Dec 850.00 (SPX1117X850-E),12.00,-1.30,11.80,13.90,4,30186,
11 Dec 875.00 (SPX1117L875-E),262.10,0.0,405.80,413.60,0,6,11 Dec 875.00 (SPX1117X875-E),13.00,0.0,10.60,16.90,0,3810,
11 Dec 900.00 (SPX1117L900-E),388.00,+7.00,383.10,390.70,30,17663,11 Dec 900.00 (SPX1117X900-E),17.00,+0.20,12.70,18.00,900,78491,
11 Dec 920.00 (SPX1117L920-E),242.75,0.0,365.00,372.60,0,606,11 Dec 920.00 (SPX1117X920-E),24.70,0.0,14.60,20.60,0,3857,
11 Dec 925.00 (SPX1117L925-E),0.0,0.0,360.50,368.00,0,0,11 Dec 925.00 (SPX1117X925-E),24.50,0.0,14.90,21.20,0,11792,
11 Dec 950.00 (SPX1117L950-E),323.50,0.0,338.10,345.70,0,6424,11 Dec 950.00 (SPX1117X950-E),21.50,+0.80,17.40,23.50,1200,25201,
11 Dec 975.00 (SPX1117L975-E),244.50,0.0,316.00,323.60,0,2,11 Dec 975.00 (SPX1117X975-E),22.40,0.0,20.20,28.00,0,13821,
11 Dec 1000.00 (SPX1117L1000-E),297.80,+21.00,294.20,301.80,3,19535,11 Dec 1000.00 (SPX1117X1000-E),25.00,-5.00,22.70,30.40,1000,60993,
11 Dec 1025.00 (SPX1117L1025-E),263.60,0.0,272.60,280.50,0,2027,11 Dec 1025.00 (SPX1117X1025-E),31.50,0.0,26.10,33.80,0,11343,
11 Dec 1030.00 (SPX1117L1030-E),0.0,0.0,268.50,276.10,0,0,11 Dec 1030.00 (SPX1117X1030-E),0.0,0.0,27.00,34.60,0,0,
11 Dec 1050.00 (SPX1117L1050-E),244.00,0.0,251.70,259.30,0,14902,11 Dec 1050.00 (SPX1117X1050-E),34.00,-3.00,30.00,37.70,1850,42192,
11 Dec 1075.00 (SPX1117L1075-E),227.50,0.0,231.10,238.80,0,8421,11 Dec 1075.00 (SPX1117X1075-E),40.00,0.0,34.50,42.10,0,24707,
11 Dec 1090.00 (SPX1117L1090-E),0.0,0.0,219.00,226.60,0,0,11 Dec 1090.00 (SPX1117X1090-E),0.0,0.0,37.10,44.80,0,0,
11 Dec 1095.00 (SPX1117L1095-E),0.0,0.0,215.00,222.60,0,0,11 Dec 1095.00 (SPX1117X1095-E),0.0,0.0,38.10,45.80,0,0,
11 Dec 1100.00 (SPX1117L1100-E),217.00,0.0,211.00,218.70,0,70464,11 Dec 1100.00 (SPX1117X1100-E),45.00,-0.30,39.10,46.80,6000,88748,
11 Dec 1125.00 (SPX1117L1125-E),184.00,0.0,191.50,199.10,0,20762,11 Dec 1125.00 (SPX1117X1125-E),49.00,-0.50,44.50,52.20,1,22724,
11 Dec 1140.00 (SPX1117L1140-E),0.0,0.0,179.90,187.50,0,0,11 Dec 1140.00 (SPX1117X1140-E),79.80,0.0,48.20,55.80,0,80,
11 Dec 1150.00 (SPX1117L1150-E),170.40,0.0,172.50,180.20,0,34804,11 Dec 1150.00 (SPX1117X1150-E),58.00,0.0,50.60,58.10,1500,44342,
11 Dec 1175.00 (SPX1117L1175-E),155.50,0.0,154.20,161.90,0,17516,11 Dec 1175.00 (SPX1117X1175-E),62.00,-1.60,57.10,64.80,10,25868,
11 Dec 1180.00 (SPX1117L1180-E),0.0,0.0,150.70,158.30,0,0,11 Dec 1180.00 (SPX1117X1180-E),74.50,0.0,58.50,66.20,0,26,
11 Dec 1200.00 (SPX1117L1200-E),138.50,0.0,136.70,144.40,0,72198,11 Dec 1200.00 (SPX1117X1200-E),72.30,0.0,64.50,72.20,0,54771,
11 Dec 1225.00 (SPX1117L1225-E),122.00,0.0,120.00,127.70,0,10525,11 Dec 1225.00 (SPX1117X1225-E),79.60,+0.70,72.70,80.40,600,5463,
11 Dec 1250.00 (SPX1117L1250-E),108.80,+1.30,104.10,111.70,1000,29633,11 Dec 1250.00 (SPX1117X1250-E),85.00,-3.20,81.90,89.50,1750,24256,
11 Dec 1275.00 (SPX1117L1275-E),91.70,+0.70,89.10,96.80,520,11390,11 Dec 1275.00 (SPX1117X1275-E),98.50,-2.10,92.00,99.60,3500,8228,
11 Dec 1300.00 (SPX1117L1300-E),79.80,+2.20,75.40,83.10,851,115251,11 Dec 1300.00 (SPX1117X1300-E),110.00,-1.80,102.80,110.50,3,26450,
11 Dec 1325.00 (SPX1117L1325-E),66.20,0.0,62.80,70.40,0,11277,11 Dec 1325.00 (SPX1117X1325-E),0.0,0.0,115.10,122.80,0,0,
11 Dec 1350.00 (SPX1117L1350-E),55.10,+1.30,51.40,59.10,700,21892,11 Dec 1350.00 (SPX1117X1350-E),138.10,0.0,128.60,136.30,0,3006,
11 Dec 1375.00 (SPX1117L1375-E),43.10,-1.50,41.20,48.80,400,10081,11 Dec 1375.00 (SPX1117X1375-E),0.0,0.0,143.30,151.00,0,0,
11 Dec 1400.00 (SPX1117L1400-E),36.20,0.0,32.40,40.10,114,71341,11 Dec 1400.00 (SPX1117X1400-E),169.50,-1.50,159.20,167.10,1501,8331,
11 Dec 1425.00 (SPX1117L1425-E),28.05,+0.05,24.50,32.40,10,13219,11 Dec 1425.00 (SPX1117X1425-E),197.60,0.0,176.50,184.10,0,5,
11 Dec 1450.00 (SPX1117L1450-E),21.00,-1.00,18.90,25.20,1250,22432,11 Dec 1450.00 (SPX1117X1450-E),203.15,0.0,194.90,202.50,0,1115,
11 Dec 1475.00 (SPX1117L1475-E),17.00,0.0,13.60,19.90,0,5519,11 Dec 1475.00 (SPX1117X1475-E),237.20,0.0,214.40,222.00,0,500,
11 Dec 1500.00 (SPX1117L1500-E),13.50,0.0,10.00,14.00,0,89805,11 Dec 1500.00 (SPX1117X1500-E),243.60,0.0,235.00,242.80,0,3178,
11 Dec 1550.00 (SPX1117L1550-E),7.00,0.0,5.60,8.10,0,7228,11 Dec 1550.00 (SPX1117X1550-E),323.80,0.0,279.10,286.50,0,12,
11 Dec 1600.00 (SPX1117L1600-E),4.00,0.0,2.10,5.20,0,37699,11 Dec 1600.00 (SPX1117X1600-E),347.45,0.0,325.50,333.30,0,527,
11 Dec 1700.00 (SPX1117L1700-E),1.20,0.0,0.70,2.00,0,6720,11 Dec 1700.00 (SPX1117X1700-E),460.00,0.0,422.60,430.10,0,2097,
11 Dec 1800.00 (SPX1117L1800-E),0.20,0.0,0.35,2.00,0,798,11 Dec 1800.00 (SPX1117X1800-E),765.00,0.0,521.80,529.30,0,119,
11 Dec 1900.00 (SPX1117L1900-E),0.15,0.0,0.10,0.40,0,309,11 Dec 1900.00 (SPX1117X1900-E),687.00,0.0,621.20,628.70,0,107,
11 Dec 2000.00 (SPX1117L2000-E),0.10,0.0,0.0,2.00,0,5121,11 Dec 2000.00 (SPX1117X2000-E),730.75,0.0,720.70,728.50,0,229,
11 Dec 2250.00 (SPX1117L2250-E),0.0,0.0,0.0,0.50,0,0,11 Dec 2250.00 (SPX1117X2250-E),998.95,0.0,969.60,977.50,0,70,
11 Dec 2500.00 (SPX1117L2500-E),0.15,0.0,0.0,0.40,0,12,11 Dec 2500.00 (SPX1117X2500-E),1226.00,0.0,1218.80,1226.30,0,198,
11 Dec 3000.00 (SPX1117L3000-E),0.0,0.0,0.0,0.40,0,0,11 Dec 3000.00 (SPX1117X3000-E),1726.80,0.0,1716.70,1724.60,0,276,
11 Dec 600.00 (SPXPM1130L600-E),0.0,0.0,670.40,674.30,0,0,11 Dec 600.00 (SPXPM1130X600-E),0.0,0.0,2.15,3.70,0,0,
11 Dec 700.00 (SPXPM1130L700-E),0.0,0.0,573.00,576.90,0,0,11 Dec 700.00 (SPXPM1130X700-E),0.0,0.0,4.60,6.10,0,0,
11 Dec 800.00 (SPXPM1130L800-E),0.0,0.0,477.70,481.50,0,0,11 Dec 800.00 (SPXPM1130X800-E),11.00,0.0,8.60,10.50,0,18,
11 Dec 900.00 (SPXPM1130L900-E),0.0,0.0,385.20,388.80,0,0,11 Dec 900.00 (SPXPM1130X900-E),22.20,0.0,15.20,18.20,0,10,
11 Dec 950.00 (SPXPM1130L950-E),0.0,0.0,340.40,344.20,0,0,11 Dec 950.00 (SPXPM1130X950-E),0.0,0.0,20.10,23.60,0,0,
