SPX (S&P 500 INDEX),1290.59,+7.24,
Jan 24 2011 @ 14:03 ET,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
11 Mar 1300.00 (SPX1119C1300-E),22.00,+1.50,20.60,23.00,3218,76557,11 Mar 1300.00 (SPX1119O1300-E),36.00,-4.60,33.00,36.90,173,10362,
11 Mar 1305.00 (SPX1119C1305-E),18.40,-0.80,18.60,21.50,3,411,11 Mar 1305.00 (SPX1119O1305-E),0.0,0.0,35.50,39.20,0,0,
11 Mar 1310.00 (SPX1119C1310-E),17.10,0.0,16.20,19.20,0,1604,11 Mar 1310.00 (SPX1119O1310-E),0.0,0.0,38.30,42.10,0,0,
11 Mar 1315.00 (SPX1119C1315-E),14.75,+0.50,14.00,17.00,4,2671,11 Mar 1315.00 (SPX1119O1315-E),0.0,0.0,41.20,44.80,0,0,
11 Mar 1320.00 (SPX1119C1320-E),13.40,+0.55,12.00,15.00,11,1714,11 Mar 1320.00 (SPX1119O1320-E),0.0,0.0,44.10,48.00,0,0,
11 Mar 1325.00 (SPX1119C1325-E),11.30,+0.40,10.30,12.00,856,21172,11 Mar 1325.00 (SPX1119O1325-E),50.00,-4.00,47.40,51.20,500,2007,
11 Mar 1330.00 (SPX1119C1330-E),10.00,0.0,9.30,11.20,1,3713,11 Mar 1330.00 (SPX1119O1330-E),56.65,0.0,50.70,54.50,0,75,
11 Mar 1335.00 (SPX1119C1335-E),0.0,0.0,7.80,9.70,0,0,11 Mar 1335.00 (SPX1119O1335-E),0.0,0.0,54.00,57.80,0,0,
11 Mar 1340.00 (SPX1119C1340-E),7.00,-0.10,6.50,7.50,3,5866,11 Mar 1340.00 (SPX1119O1340-E),109.00,0.0,57.60,61.50,0,1,
11 Mar 1345.00 (SPX1119C1345-E),6.00,0.0,5.30,7.20,0,1,11 Mar 1345.00 (SPX1119O1345-E),0.0,0.0,61.60,65.40,0,0,
11 Mar 1350.00 (SPX1119C1350-E),5.20,+0.25,5.30,5.60,11594,28837,11 Mar 1350.00 (SPX1119O1350-E),74.30,-0.70,65.40,69.30,700,7026,
11 Mar 1355.00 (SPX1119C1355-E),4.35,-1.65,3.60,5.00,12,23,11 Mar 1355.00 (SPX1119O1355-E),0.0,0.0,69.60,73.40,0,0,
11 Mar 1360.00 (SPX1119C1360-E),3.75,+0.25,2.95,3.90,39,9301,11 Mar 1360.00 (SPX1119O1360-E),126.50,0.0,73.90,77.80,0,2,
11 Mar 1365.00 (SPX1119C1365-E),3.00,0.0,2.35,3.80,52,112,11 Mar 1365.00 (SPX1119O1365-E),0.0,0.0,78.40,82.20,0,0,
11 Mar 1370.00 (SPX1119C1370-E),2.70,+0.30,2.00,3.60,3,3291,11 Mar 1370.00 (SPX1119O1370-E),136.70,0.0,82.90,86.70,0,6,
11 Mar 1375.00 (SPX1119C1375-E),2.00,+0.05,1.75,2.30,410,16479,11 Mar 1375.00 (SPX1119O1375-E),0.0,0.0,87.40,91.30,0,0,
11 Mar 1380.00 (SPX1119C1380-E),1.80,+0.10,1.35,2.30,10,4616,11 Mar 1380.00 (SPX1119O1380-E),146.90,0.0,93.00,96.10,0,1,
11 Mar 1385.00 (SPX1119C1385-E),1.55,0.0,1.05,2.00,0,18,11 Mar 1385.00 (SPX1119O1385-E),0.0,0.0,96.80,100.60,0,0,
11 Mar 1390.00 (SPX1119C1390-E),1.40,+0.20,0.80,1.40,6,104,11 Mar 1390.00 (SPX1119O1390-E),0.0,0.0,101.40,105.30,0,0,
11 Mar 1395.00 (SPX1119C1395-E),1.05,-0.45,0.55,1.50,110,2,11 Mar 1395.00 (SPX1119O1395-E),0.0,0.0,106.20,110.10,0,0,
11 Mar 1400.00 (SPX1119C1400-E),0.80,-0.15,0.50,1.10,82,47265,11 Mar 1400.00 (SPX1119O1400-E),122.20,0.0,111.00,114.90,0,15212,
11 Mar 1410.00 (SPX1119C1410-E),0.60,-0.05,0.60,1.10,2,22,11 Mar 1410.00 (SPX1119O1410-E),0.0,0.0,120.80,124.60,0,0,
11 Mar 1420.00 (SPX1119C1420-E),0.50,-0.05,0.45,0.55,572,142,11 Mar 1420.00 (SPX1119O1420-E),0.0,0.0,130.60,134.40,0,0,
11 Mar 1425.00 (SPX1119C1425-E),0.50,0.0,0.40,0.95,1000,10167,11 Mar 1425.00 (SPX1119O1425-E),0.0,0.0,135.50,139.40,0,0,
11 Mar 1430.00 (SPX1119C1430-E),0.80,0.0,0.05,1.00,0,15,11 Mar 1430.00 (SPX1119O1430-E),0.0,0.0,140.50,144.30,0,0,
11 Mar 1440.00 (SPX1119C1440-E),0.0,0.0,0.05,1.00,0,0,11 Mar 1440.00 (SPX1119O1440-E),0.0,0.0,150.50,154.30,0,0,
11 Mar 1450.00 (SPX1119C1450-E),0.40,0.0,0.05,0.70,0,11555,11 Mar 1450.00 (SPX1119O1450-E),200.70,0.0,160.50,164.20,0,1,
11 Mar 1475.00 (SPX1119C1475-E),0.25,+0.10,0.15,0.25,199,3658,11 Mar 1475.00 (SPX1119O1475-E),0.0,0.0,185.30,189.20,0,0,
11 Mar 1500.00 (SPX1119C1500-E),0.55,-0.20,0.05,0.20,23,27823,11 Mar 1500.00 (SPX1119O1500-E),219.00,0.0,210.40,214.10,0,24645,
11 Mar 1525.00 (SPX1119C1525-E),0.50,+0.35,0.0,0.20,21,216,11 Mar 1525.00 (SPX1119O1525-E),0.0,0.0,235.20,239.00,0,0,
11 Mar 1550.00 (SPX1119C1550-E),0.10,0.0,0.05,0.20,77,875,11 Mar 1550.00 (SPX1119O1550-E),0.0,0.0,260.20,263.90,0,0,
11 Mar 1575.00 (SPX1119C1575-E),0.05,0.0,0.05,0.25,0,95,11 Mar 1575.00 (SPX1119O1575-E),0.0,0.0,285.20,288.90,0,0,
11 Mar 1600.00 (SPX1119C1600-E),0.05,0.0,0.05,0.20,2,448,11 Mar 1600.00 (SPX1119O1600-E),0.0,0.0,310.10,313.90,0,0,
11 Mar 1650.00 (SPX1119C1650-E),0.15,0.0,0.0,0.15,0,66,11 Mar 1650.00 (SPX1119O1650-E),0.0,0.0,360.00,363.90,0,0,
11 Mar 1700.00 (SPX1119C1700-E),0.0,0.0,0.0,0.20,0,0,11 Mar 1700.00 (SPX1119O1700-E),468.00,0.0,410.00,413.80,0,3000,
11 Mar 1750.00 (SPX1119C1750-E),0.0,0.0,0.0,0.20,0,0,11 Mar 1750.00 (SPX1119O1750-E),0.0,0.0,459.90,463.80,0,0,
11 Mar 1800.00 (SPX1119C1800-E),0.0,0.0,0.0,0.20,0,0,11 Mar 1800.00 (SPX1119O1800-E),0.0,0.0,510.00,513.80,0,0,
11 Mar 1900.00 (SPX1119C1900-E),0.0,0.0,0.0,0.20,0,0,11 Mar 1900.00 (SPX1119O1900-E),668.00,0.0,609.90,613.70,0,3875,
11 Mar 2000.00 (SPX1119C2000-E),0.0,0.0,0.0,0.20,0,0,11 Mar 2000.00 (SPX1119O2000-E),0.0,0.0,709.90,713.60,0,0,
11 Mar 2100.00 (SPX1119C2100-E),0.10,0.0,0.0,0.20,0,726,11 Mar 2100.00 (SPX1119O2100-E),830.30,0.0,809.70,813.60,0,1716,
11 Mar 500.00 (SPXPM1131C500-E),0.0,0.0,784.90,788.70,0,0,11 Mar 500.00 (SPXPM1131O500-E),0.50,0.0,0.0,0.15,0,30,
11 Mar 550.00 (SPXPM1131C550-E),0.0,0.0,735.00,738.80,0,0,11 Mar 550.00 (SPXPM1131O550-E),0.0,0.0,0.0,0.25,0,0,
11 Mar 600.00 (SPXPM1131C600-E),0.0,0.0,685.00,688.80,0,0,11 Mar 600.00 (SPXPM1131O600-E),6.85,0.0,0.0,0.40,0,3,
11 Mar 650.00 (SPXPM1131C650-E),0.0,0.0,635.00,638.90,0,0,11 Mar 650.00 (SPXPM1131O650-E),1.85,0.0,0.05,0.40,0,57,
11 Mar 700.00 (SPXPM1131C700-E),0.0,0.0,585.20,588.90,0,0,11 Mar 700.00 (SPXPM1131O700-E),2.70,0.0,0.0,0.40,0,4,
11 Mar 725.00 (SPXPM1131C725-E),0.0,0.0,560.30,564.00,0,0,11 Mar 725.00 (SPXPM1131O725-E),0.05,0.0,0.0,0.50,0,25,
11 Mar 750.00 (SPXPM1131C750-E),0.0,0.0,535.30,539.10,0,0,11 Mar 750.00 (SPXPM1131O750-E),0.25,0.0,0.0,0.75,0,40,
11 Mar 775.00 (SPXPM1131C775-E),0.0,0.0,510.40,514.20,0,0,11 Mar 775.00 (SPXPM1131O775-E),0.0,0.0,0.0,1.00,0,0,
11 Mar 800.00 (SPXPM1131C800-E),0.0,0.0,485.50,489.20,0,0,11 Mar 800.00 (SPXPM1131O800-E),4.60,0.0,0.0,1.00,0,16,
11 Mar 825.00 (SPXPM1131C825-E),0.0,0.0,460.50,464.30,0,0,11 Mar 825.00 (SPXPM1131O825-E),0.0,0.0,0.0,1.00,0,0,
11 Mar 850.00 (SPXPM1131C850-E),0.0,0.0,435.70,439.50,0,0,11 Mar 850.00 (SPXPM1131O850-E),38.70,0.0,0.05,1.00,0,30,
11 Mar 875.00 (SPXPM1131C875-E),0.0,0.0,410.80,414.60,0,0,11 Mar 875.00 (SPXPM1131O875-E),0.0,0.0,0.15,1.10,0,0,
11 Mar 900.00 (SPXPM1131C900-E),0.0,0.0,386.00,389.80,0,0,11 Mar 900.00 (SPXPM1131O900-E),0.85,0.0,0.40,1.30,0,522,
11 Mar 925.00 (SPXPM1131C925-E),0.0,0.0,361.30,365.00,0,0,11 Mar 925.00 (SPXPM1131O925-E),1.00,0.0,0.70,1.55,0,2187,
11 Mar 950.00 (SPXPM1131C950-E),179.30,0.0,336.50,340.30,0,2,11 Mar 950.00 (SPXPM1131O950-E),4.00,0.0,0.85,1.75,0,50,
11 Mar 975.00 (SPXPM1131C975-E),0.0,0.0,311.80,315.50,0,0,11 Mar 975.00 (SPXPM1131O975-E),4.30,0.0,1.05,2.00,0,1,
11 Mar 1000.00 (SPXPM1131C1000-E),0.0,0.0,287.20,291.10,0,0,11 Mar 1000.00 (SPXPM1131O1000-E),2.00,0.0,1.55,2.45,0,236,
11 Mar 1025.00 (SPXPM1131C1025-E),0.0,0.0,262.80,266.50,0,0,11 Mar 1025.00 (SPXPM1131O1025-E),0.0,0.0,2.00,2.95,0,0,
11 Mar 1050.00 (SPXPM1131C1050-E),122.90,0.0,238.40,242.10,0,1,11 Mar 1050.00 (SPXPM1131O1050-E),2.50,0.0,2.30,3.80,0,1186,
11 Mar 1075.00 (SPXPM1131C1075-E),0.0,0.0,214.10,217.80,0,0,11 Mar 1075.00 (SPXPM1131O1075-E),3.40,0.0,3.10,4.50,0,1092,
11 Mar 1100.00 (SPXPM1131C1100-E),164.55,0.0,190.00,193.80,0,4,11 Mar 1100.00 (SPXPM1131O1100-E),4.80,-1.60,4.00,5.40,848,741,
11 Mar 1125.00 (SPXPM1131C1125-E),0.0,0.0,166.10,169.90,0,0,11 Mar 1125.00 (SPXPM1131O1125-E),6.70,-1.70,5.00,6.50,10,15,
11 Mar 1150.00 (SPXPM1131C1150-E),140.00,0.0,142.70,146.40,0,39,11 Mar 1150.00 (SPXPM1131O1150-E),10.00,0.0,6.40,7.90,0,19,
11 Mar 1175.00 (SPXPM1131C1175-E),0.0,0.0,119.80,123.60,0,0,11 Mar 1175.00 (SPXPM1131O1175-E),11.70,0.0,8.50,10.40,0,625,
11 Mar 1200.00 (SPXPM1131C1200-E),70.00,0.0,97.60,101.40,0,4,11 Mar 1200.00 (SPXPM1131O1200-E),20.00,0.0,11.00,13.90,0,431,
11 Mar 1225.00 (SPXPM1131C1225-E),62.80,0.0,76.40,80.30,0,1,11 Mar 1225.00 (SPXPM1131O1225-E),0.0,0.0,15.00,17.90,0,0,
11 Mar 1250.00 (SPXPM1131C1250-E),48.20,0.0,57.10,60.80,0,141,11 Mar 1250.00 (SPXPM1131O1250-E),26.00,-2.30,20.30,24.00,3,50,
11 Mar 1275.00 (SPXPM1131C1275-E),0.0,0.0,39.80,43.50,0,0,11 Mar 1275.00 (SPXPM1131O1275-E),33.00,+3.10,27.50,31.20,10,603,
11 Mar 1300.00 (SPXPM1131C1300-E),28.05,0.0,25.20,29.00,0,4046,11 Mar 1300.00 (SPXPM1131O1300-E),83.50,0.0,37.90,41.60,0,1,
11 Mar 1325.00 (SPXPM1131C1325-E),15.00,0.0,14.20,17.10,0,51,11 Mar 1325.00 (SPXPM1131O1325-E),0.0,0.0,51.80,55.60,0,0,
11 Mar 1350.00 (SPXPM1131C1350-E),10.00,0.0,7.20,8.80,0,3326,11 Mar 1350.00 (SPXPM1131O1350-E),0.0,0.0,68.90,72.70,0,0,
11 Mar 1375.00 (SPXPM1131C1375-E),3.80,-0.50,3.10,4.60,40,1,11 Mar 1375.00 (SPXPM1131O1375-E),0.0,0.0,89.50,93.40,0,0,
11 Mar 1400.00 (SPXPM1131C1400-E),1.55,0.0,1.30,2.25,0,85,11 Mar 1400.00 (SPXPM1131O1400-E),166.80,0.0,112.50,116.20,0,2,
11 Mar 1425.00 (SPXPM1131C1425-E),0.0,0.0,0.35,1.30,0,0,11 Mar 1425.00 (SPXPM1131O1425-E),0.0,0.0,136.50,140.20,0,0,
11 Mar 1450.00 (SPXPM1131C1450-E),0.0,0.0,0.05,1.00,0,0,11 Mar 1450.00 (SPXPM1131O1450-E),0.0,0.0,161.10,164.80,0,0,
11 Mar 1475.00 (SPXPM1131C1475-E),0.0,0.0,0.0,1.00,0,0,11 Mar 1475.00 (SPXPM1131O1475-E),0.0,0.0,185.80,189.60,0,0,
11 Mar 1500.00 (SPXPM1131C1500-E),0.0,0.0,0.0,1.00,0,0,11 Mar 1500.00 (SPXPM1131O1500-E),0.0,0.0,210.80,214.60,0,0,
11 Mar 1550.00 (SPXPM1131C1550-E),0.15,0.0,0.0,1.00,0,174,11 Mar 1550.00 (SPXPM1131O1550-E),0.0,0.0,260.70,264.50,0,0,
11 Mar 1600.00 (SPXPM1131C1600-E),0.15,0.0,0.0,0.10,0,18,11 Mar 1600.00 (SPXPM1131O1600-E),0.0,0.0,310.60,314.30,0,0,
11 Apr 460.00 (SPX1116D460-E),0.0,0.0,0.0,0.0,0,0,11 Apr 460.00 (SPX1116P460-E),0.0,0.0,0.0,0.0,0,0,
11 Apr 500.00 (SPX1116D500-E),0.0,0.0,784.10,787.90,0,0,11 Apr 500.00 (SPX1116P500-E),0.10,0.0,0.0,0.15,0,402,
11 Apr 600.00 (SPX1116D600-E),0.0,0.0,684.20,687.90,0,0,11 Apr 600.00 (SPX1116P600-E),0.15,0.0,0.0,0.25,0,170,
11 Apr 650.00 (SPX1116D650-E),0.0,0.0,634.30,638.00,0,0,11 Apr 650.00 (SPX1116P650-E),0.15,0.0,0.05,0.15,0,531,
11 Apr 700.00 (SPX1116D700-E),0.0,0.0,584.50,588.30,0,0,11 Apr 700.00 (SPX1116P700-E),0.15,0.0,0.0,0.20,0,198,
11 Apr 750.00 (SPX1116D750-E),0.0,0.0,534.60,538.40,0,0,11 Apr 750.00 (SPX1116P750-E),0.25,0.0,0.0,0.75,0,231,
11 Apr 760.00 (SPX1116D760-E),0.0,0.0,524.70,528.40,0,0,11 Apr 760.00 (SPX1116P760-E),0.0,0.0,0.0,1.00,0,0,
11 Apr 770.00 (SPX1116D770-E),0.0,0.0,514.70,518.40,0,0,11 Apr 770.00 (SPX1116P770-E),0.0,0.0,0.0,1.00,0,0,
11 Apr 780.00 (SPX1116D780-E),0.0,0.0,504.70,508.50,0,0,11 Apr 780.00 (SPX1116P780-E),0.0,0.0,0.0,1.00,0,0,
11 Apr 790.00 (SPX1116D790-E),0.0,0.0,494.80,498.50,0,0,11 Apr 790.00 (SPX1116P790-E),0.0,0.0,0.0,1.00,0,0,
11 Apr 800.00 (SPX1116D800-E),0.0,0.0,484.80,488.60,0,0,11 Apr 800.00 (SPX1116P800-E),0.45,0.0,0.25,1.00,0,9882,
11 Apr 810.00 (SPX1116D810-E),0.0,0.0,474.90,478.80,0,0,11 Apr 810.00 (SPX1116P810-E),0.0,0.0,0.10,1.05,0,0,
11 Apr 820.00 (SPX1116D820-E),0.0,0.0,465.00,468.70,0,0,11 Apr 820.00 (SPX1116P820-E),0.0,0.0,0.15,1.10,0,0,
11 Apr 825.00 (SPX1116D825-E),0.0,0.0,460.00,463.70,0,0,11 Apr 825.00 (SPX1116P825-E),1.70,0.0,0.20,1.10,0,85,
11 Apr 830.00 (SPX1116D830-E),0.0,0.0,455.00,458.90,0,0,11 Apr 830.00 (SPX1116P830-E),0.0,0.0,0.20,1.15,0,0,
11 Apr 840.00 (SPX1116D840-E),0.0,0.0,445.10,448.90,0,0,11 Apr 840.00 (SPX1116P840-E),0.0,0.0,0.25,1.20,0,0,
11 Apr 850.00 (SPX1116D850-E),432.50,0.0,435.20,438.90,0,5,11 Apr 850.00 (SPX1116P850-E),0.80,-0.10,0.30,1.25,2500,36,
11 Apr 860.00 (SPX1116D860-E),0.0,0.0,425.30,429.10,0,0,11 Apr 860.00 (SPX1116P860-E),0.0,0.0,0.40,1.35,0,0,
11 Apr 870.00 (SPX1116D870-E),0.0,0.0,415.30,419.20,0,0,11 Apr 870.00 (SPX1116P870-E),1.10,-0.05,0.45,1.40,20,2,
11 Apr 875.00 (SPX1116D875-E),0.0,0.0,410.40,414.20,0,0,11 Apr 875.00 (SPX1116P875-E),2.60,0.0,0.90,1.25,0,7,
11 Apr 880.00 (SPX1116D880-E),0.0,0.0,405.40,409.20,0,0,11 Apr 880.00 (SPX1116P880-E),0.0,0.0,0.60,1.50,0,0,
11 Apr 890.00 (SPX1116D890-E),0.0,0.0,395.50,399.40,0,0,11 Apr 890.00 (SPX1116P890-E),0.0,0.0,0.65,1.60,0,0,
11 Apr 900.00 (SPX1116D900-E),0.0,0.0,385.60,389.50,0,0,11 Apr 900.00 (SPX1116P900-E),1.25,0.0,0.75,1.70,0,5069,
11 Apr 910.00 (SPX1116D910-E),0.0,0.0,375.70,379.50,0,0,11 Apr 910.00 (SPX1116P910-E),1.05,0.0,0.90,1.80,0,25,
11 Apr 920.00 (SPX1116D920-E),0.0,0.0,365.90,369.60,0,0,11 Apr 920.00 (SPX1116P920-E),1.10,0.0,0.95,1.90,0,25,
11 Apr 925.00 (SPX1116D925-E),0.0,0.0,360.90,364.80,0,0,11 Apr 925.00 (SPX1116P925-E),1.20,0.0,1.00,1.95,0,25,
11 Apr 930.00 (SPX1116D930-E),0.0,0.0,356.00,359.80,0,0,11 Apr 930.00 (SPX1116P930-E),0.0,0.0,1.10,2.05,0,0,
11 Apr 940.00 (SPX1116D940-E),0.0,0.0,345.90,349.60,0,0,11 Apr 940.00 (SPX1116P940-E),0.0,0.0,1.15,2.10,0,0,
11 Apr 950.00 (SPX1116D950-E),0.0,0.0,336.20,340.10,0,0,11 Apr 950.00 (SPX1116P950-E),2.40,0.0,1.30,2.25,0,518,
11 Apr 960.00 (SPX1116D960-E),0.0,0.0,326.20,329.90,0,0,11 Apr 960.00 (SPX1116P960-E),2.20,0.0,1.45,2.40,0,11,
11 Apr 970.00 (SPX1116D970-E),0.0,0.0,316.40,320.10,0,0,11 Apr 970.00 (SPX1116P970-E),0.0,0.0,1.75,2.60,0,0,
11 Apr 975.00 (SPX1116D975-E),0.0,0.0,311.50,315.20,0,0,11 Apr 975.00 (SPX1116P975-E),2.45,0.0,1.75,2.70,0,1412,
11 Apr 980.00 (SPX1116D980-E),0.0,0.0,306.80,310.70,0,0,11 Apr 980.00 (SPX1116P980-E),0.0,0.0,1.85,2.80,0,0,
11 Apr 990.00 (SPX1116D990-E),0.0,0.0,297.00,300.90,0,0,11 Apr 990.00 (SPX1116P990-E),2.60,0.0,2.05,3.60,75,0,
11 Apr 1000.00 (SPX1116D1000-E),281.70,+8.40,287.30,291.00,1,2,11 Apr 1000.00 (SPX1116P1000-E),2.85,-0.40,2.05,3.60,64,3670,
11 Apr 1010.00 (SPX1116D1010-E),0.0,0.0,277.50,281.10,0,0,11 Apr 1010.00 (SPX1116P1010-E),4.60,0.0,2.30,3.80,0,510,
11 Apr 1020.00 (SPX1116D1020-E),0.0,0.0,267.80,271.60,0,0,11 Apr 1020.00 (SPX1116P1020-E),4.90,0.0,2.60,4.10,0,635,
11 Apr 1025.00 (SPX1116D1025-E),0.0,0.0,262.70,266.40,0,0,11 Apr 1025.00 (SPX1116P1025-E),3.70,+0.50,2.75,4.20,1000,13,
11 Apr 1030.00 (SPX1116D1030-E),0.0,0.0,258.10,261.80,0,0,11 Apr 1030.00 (SPX1116P1030-E),3.50,0.0,2.85,4.30,0,7,
11 Apr 1040.00 (SPX1116D1040-E),0.0,0.0,248.40,252.10,0,0,11 Apr 1040.00 (SPX1116P1040-E),3.85,0.0,3.10,4.60,75,0,
11 Apr 1050.00 (SPX1116D1050-E),0.0,0.0,238.50,242.00,0,0,11 Apr 1050.00 (SPX1116P1050-E),4.40,0.0,3.40,4.90,0,15466,
11 Apr 1060.00 (SPX1116D1060-E),0.0,0.0,229.00,232.90,0,0,11 Apr 1060.00 (SPX1116P1060-E),4.60,-0.40,3.70,5.20,75,500,
11 Apr 1070.00 (SPX1116D1070-E),0.0,0.0,219.20,223.00,0,0,11 Apr 1070.00 (SPX1116P1070-E),0.0,0.0,4.10,5.60,0,0,
11 Apr 1075.00 (SPX1116D1075-E),0.0,0.0,214.40,218.20,0,0,11 Apr 1075.00 (SPX1116P1075-E),5.60,+0.45,4.30,5.80,5,288,
11 Apr 1080.00 (SPX1116D1080-E),0.0,0.0,209.80,213.60,0,0,11 Apr 1080.00 (SPX1116P1080-E),6.90,0.0,4.60,6.00,0,54,
11 Apr 1090.00 (SPX1116D1090-E),0.0,0.0,200.10,203.80,0,0,11 Apr 1090.00 (SPX1116P1090-E),6.25,0.0,5.00,6.50,0,20,
11 Apr 1100.00 (SPX1116D1100-E),177.40,0.0,190.60,194.40,0,1,11 Apr 1100.00 (SPX1116P1100-E),6.45,-0.55,5.60,7.20,1141,7612,
11 Apr 1110.00 (SPX1116D1110-E),0.0,0.0,181.40,185.20,0,0,11 Apr 1110.00 (SPX1116P1110-E),0.0,0.0,5.80,7.70,0,0,
11 Apr 1120.00 (SPX1116D1120-E),0.0,0.0,171.80,175.60,0,0,11 Apr 1120.00 (SPX1116P1120-E),8.15,-0.15,6.50,8.30,5,747,
11 Apr 1125.00 (SPX1116D1125-E),0.0,0.0,167.30,171.20,0,0,11 Apr 1125.00 (SPX1116P1125-E),9.00,0.0,6.80,8.70,0,729,
11 Apr 1130.00 (SPX1116D1130-E),0.0,0.0,162.50,166.30,0,0,11 Apr 1130.00 (SPX1116P1130-E),0.0,0.0,7.20,9.00,0,0,
11 Apr 1140.00 (SPX1116D1140-E),0.0,0.0,153.50,157.40,0,0,11 Apr 1140.00 (SPX1116P1140-E),0.0,0.0,8.10,9.90,0,0,
11 Apr 1150.00 (SPX1116D1150-E),144.00,0.0,144.30,148.20,0,3,11 Apr 1150.00 (SPX1116P1150-E),10.65,-0.35,8.80,10.70,1300,9504,
11 Apr 1160.00 (SPX1116D1160-E),134.05,0.0,135.10,138.90,1,0,11 Apr 1160.00 (SPX1116P1160-E),0.0,0.0,9.80,11.70,0,0,
11 Apr 1170.00 (SPX1116D1170-E),0.0,0.0,126.40,130.20,0,0,11 Apr 1170.00 (SPX1116P1170-E),13.80,0.0,10.20,13.20,0,5,
11 Apr 1175.00 (SPX1116D1175-E),0.0,0.0,121.90,125.70,0,0,11 Apr 1175.00 (SPX1116P1175-E),12.65,-1.75,11.10,13.80,16,14442,
11 Apr 1180.00 (SPX1116D1180-E),0.0,0.0,117.60,121.50,0,0,11 Apr 1180.00 (SPX1116P1180-E),16.70,0.0,11.40,14.40,0,60,
11 Apr 1190.00 (SPX1116D1190-E),0.0,0.0,108.70,112.50,0,0,11 Apr 1190.00 (SPX1116P1190-E),14.10,-2.50,12.80,15.80,1,2505,
11 Apr 1200.00 (SPX1116D1200-E),97.15,+6.15,100.20,103.90,1,157,11 Apr 1200.00 (SPX1116P1200-E),16.20,-1.80,15.00,17.00,1033,27904,
11 Apr 1210.00 (SPX1116D1210-E),0.0,0.0,91.90,95.60,0,0,11 Apr 1210.00 (SPX1116P1210-E),20.40,0.0,16.00,19.00,0,600,
11 Apr 1220.00 (SPX1116D1220-E),0.0,0.0,83.70,87.60,0,0,11 Apr 1220.00 (SPX1116P1220-E),22.60,-1.10,17.80,20.80,2,3022,
11 Apr 1225.00 (SPX1116D1225-E),66.00,0.0,79.90,83.60,0,200,11 Apr 1225.00 (SPX1116P1225-E),21.80,-0.45,18.90,21.80,730,8318,
11 Apr 1230.00 (SPX1116D1230-E),0.0,0.0,75.80,79.70,0,0,11 Apr 1230.00 (SPX1116P1230-E),24.00,0.0,19.80,22.80,0,320,
11 Apr 1240.00 (SPX1116D1240-E),0.0,0.0,68.40,72.00,0,0,11 Apr 1240.00 (SPX1116P1240-E),27.00,0.0,22.00,25.70,0,416,
11 Apr 1250.00 (SPX1116D1250-E),58.40,-2.10,60.80,64.70,40,8319,11 Apr 1250.00 (SPX1116P1250-E),28.00,+0.80,24.70,28.40,2851,10645,
11 Apr 1260.00 (SPX1116D1260-E),51.00,0.0,53.90,57.60,0,7,11 Apr 1260.00 (SPX1116P1260-E),30.20,-2.55,27.40,31.20,101,2050,
11 Apr 1270.00 (SPX1116D1270-E),0.0,0.0,47.20,50.90,0,0,11 Apr 1270.00 (SPX1116P1270-E),35.00,0.0,30.70,34.40,0,160,
11 Apr 1275.00 (SPX1116D1275-E),44.50,+1.50,43.80,47.60,75,5714,11 Apr 1275.00 (SPX1116P1275-E),35.25,-2.75,32.50,36.40,833,8169,
11 Apr 1280.00 (SPX1116D1280-E),41.45,+1.05,40.80,44.60,119,195,11 Apr 1280.00 (SPX1116P1280-E),40.00,-0.80,34.40,38.20,118,1009,
11 Apr 1290.00 (SPX1116D1290-E),36.00,+7.20,34.90,38.70,101,149,11 Apr 1290.00 (SPX1116P1290-E),41.40,+0.30,38.40,42.10,850,602,
11 Apr 1300.00 (SPX1116D1300-E),30.40,+0.30,29.40,33.20,1083,9467,11 Apr 1300.00 (SPX1116P1300-E),45.00,-4.50,43.00,46.60,14,5694,
11 Apr 1310.00 (SPX1116D1310-E),25.70,+0.90,24.20,27.90,200,1009,11 Apr 1310.00 (SPX1116P1310-E),0.0,0.0,47.90,51.60,0,0,
11 Apr 1320.00 (SPX1116D1320-E),20.55,0.0,20.10,23.10,0,35,11 Apr 1320.00 (SPX1116P1320-E),0.0,0.0,53.40,57.20,0,0,
11 Apr 1325.00 (SPX1116D1325-E),18.60,+0.30,18.10,21.10,100,6879,11 Apr 1325.00 (SPX1116P1325-E),59.00,0.0,56.30,60.00,0,500,
11 Apr 1330.00 (SPX1116D1330-E),16.00,0.0,16.10,19.10,0,39,11 Apr 1330.00 (SPX1116P1330-E),0.0,0.0,59.40,63.20,0,0,
11 Apr 1340.00 (SPX1116D1340-E),0.0,0.0,12.70,15.70,0,0,11 Apr 1340.00 (SPX1116P1340-E),0.0,0.0,66.00,69.70,0,0,
11 Apr 1350.00 (SPX1116D1350-E),10.10,-0.95,10.00,11.40,443,5330,11 Apr 1350.00 (SPX1116P1350-E),83.40,0.0,72.60,76.50,0,2002,
11 Apr 1360.00 (SPX1116D1360-E),8.70,0.0,7.80,9.70,0,682,11 Apr 1360.00 (SPX1116P1360-E),0.0,0.0,80.10,83.90,0,0,
11 Apr 1370.00 (SPX1116D1370-E),0.0,0.0,5.60,7.40,0,0,11 Apr 1370.00 (SPX1116P1370-E),0.0,0.0,88.00,91.80,0,0,
