PBid,PAsk,Type,Strike,dtExpiry,dtTrade,Spot,IVBid,IVAsk,IVMid,QuickDelta,iRate,iDiv,ATMVol,Fwd,TTM,CP
111.4,118.9,P,1250.0,2012-05-16,2011-01-24,1290.59,0.20834677185885425,0.22164035614512115,0.2149935640019877,0.5188386364072727,0.006430631917114866,0.02223198539473586,0.20833972081884766,1264.1578873557955,1.3095890410958904,-1
130.3,137.9,C,1275.0,2012-11-22,2011-01-24,1290.59,0.20552992854970775,0.20552992854970775,0.20552992854970775,0.48258820997056984,0.008381068564934521,0.021856792492501154,0.21179402182085338,1259.150210576202,1.83013698630137,1
117.0,124.6,C,1300.0,2012-11-22,2011-01-24,1290.59,0.20086049702289,0.20086049702289,0.20086049702289,0.45563734988323656,0.008381068564934521,0.021856792492501154,0.21179402182085338,1259.150210576202,1.83013698630137,1
92.7,100.4,C,1350.0,2012-11-22,2011-01-24,1290.59,0.19194521980763135,0.19194521980763135,0.19194521980763135,0.40394445311216276,0.008381068564934521,0.021856792492501154,0.21179402182085338,1259.150210576202,1.83013698630137,1
73.4,79.4,C,1400.0,2012-11-22,2011-01-24,1290.59,0.18641480187250797,0.18641480187250797,0.18641480187250797,0.3556618027090991,0.008381068564934521,0.021856792492501154,0.21179402182085338,1259.150210576202,1.83013698630137,1
53.4,61.1,C,1450.0,2012-11-22,2011-01-24,1290.59,0.17521538125466682,0.17521538125466682,0.17521538125466682,0.31116419085490304,0.008381068564934521,0.021856792492501154,0.21179402182085338,1259.150210576202,1.83013698630137,1
38.3,46.0,C,1500.0,2012-11-22,2011-01-24,1290.59,0.16704220229848837,0.16704220229848837,0.16704220229848837,0.270641257850175,0.008381068564934521,0.021856792492501154,0.21179402182085338,1259.150210576202,1.83013698630137,1
26.1,34.0,C,1550.0,2012-11-22,2011-01-24,1290.59,0.1588038361137144,0.1588038361137144,0.1588038361137144,0.23412902313797185,0.008381068564934521,0.021856792492501154,0.21179402182085338,1259.150210576202,1.83013698630137,1
17.5,23.8,C,1600.0,2012-11-22,2011-01-24,1290.59,0.1526415928670314,0.1526415928670314,0.1526415928670314,0.20154255647036307,0.008381068564934521,0.021856792492501154,0.21179402182085338,1259.150210576202,1.83013698630137,1
61.2,67.4,P,1000.0,2012-11-22,2011-01-24,1290.59,0.2638539954629601,0.27675110874494635,0.27030255210395326,0.7893767729232867,0.008381068564934521,0.021856792492501154,0.21179402182085338,1259.150210576202,1.83013698630137,-1
65.2,72.9,P,1025.0,2012-11-22,2011-01-24,1290.59,0.25548705861285403,0.27080375692179115,0.2631454077673226,0.7636459126699451,0.008381068564934521,0.021856792492501154,0.21179402182085338,1259.150210576202,1.83013698630137,-1
74.0,78.7,P,1050.0,2012-11-22,2011-01-24,1290.59,0.25586852040203834,0.2647909601204181,0.26032974026122824,0.736951595810343,0.008381068564934521,0.021856792492501154,0.21179402182085338,1259.150210576202,1.83013698630137,-1
77.6,85.2,P,1075.0,2012-11-22,2011-01-24,1290.59,0.2455534649808876,0.2594301263397202,0.2524917956603039,0.7094745943119369,0.008381068564934521,0.021856792492501154,0.21179402182085338,1259.150210576202,1.83013698630137,-1
83.9,91.0,P,1100.0,2012-11-22,2011-01-24,1290.59,0.23965399508484445,0.25215539035947815,0.2459046927221613,0.6813986620290878,0.008381068564934521,0.021856792492501154,0.21179402182085338,1259.150210576202,1.83013698630137,-1
91.5,99.1,P,1125.0,2012-11-22,2011-01-24,1290.59,0.2352884375012259,0.2481991305057027,0.2417437840034643,0.6529066582166732,0.008381068564934521,0.021856792492501154,0.21179402182085338,1259.150210576202,1.83013698630137,-1
99.2,106.8,P,1150.0,2012-11-22,2011-01-24,1290.59,0.23026061894096217,0.24279127639802278,0.23652594766949248,0.6241771235785922,0.008381068564934521,0.021856792492501154,0.21179402182085338,1259.150210576202,1.83013698630137,-1
107.3,115.0,P,1175.0,2012-11-22,2011-01-24,1290.59,0.22508424920886247,0.23744573431470956,0.231264991761786,0.5953813568382584,0.008381068564934521,0.021856792492501154,0.21179402182085338,1259.150210576202,1.83013698630137,-1
116.1,123.8,P,1200.0,2012-11-22,2011-01-24,1290.59,0.22019699337070414,0.23227686693348062,0.2262369301520924,0.5666810118484328,0.008381068564934521,0.021856792492501154,0.21179402182085338,1259.150210576202,1.83013698630137,-1
123.7,131.3,P,1220.0,2012-11-22,2011-01-24,1290.59,0.2165494424692937,0.22828053599588657,0.22241498923259012,0.5438907477749518,0.008381068564934521,0.021856792492501154,0.21179402182085338,1259.150210576202,1.83013698630137,-1
125.6,133.2,P,1225.0,2012-11-22,2011-01-24,1290.59,0.21554483842884942,0.22724437753428614,0.2213946079815678,0.5382262120078233,0.008381068564934521,0.021856792492501154,0.21179402182085338,1259.150210576202,1.83013698630137,-1
135.7,143.3,P,1250.0,2012-11-22,2011-01-24,1290.59,0.21091345862869815,0.2224400082962481,0.21667673346247313,0.5101541603539179,0.008381068564934521,0.021856792492501154,0.21179402182085338,1259.150210576202,1.83013698630137,-1
162.5,170.4,C,1275.0,2013-11-21,2011-01-24,1290.59,0.21126264350740523,0.21126264350740523,0.21126264350740523,0.4828689694026279,0.013055879341205091,0.022895098932025054,0.21690024690807228,1255.1813895442197,2.8273972602739725,1
